# --------------------------------------------------
# nrow : 900
# ncol : 75
# comment : Station list for covariate paper.
# time_generated : 2024-12-16 15:50:36
# author : Julien Lerat, CSIRO Environment
# source_file : D030_high_quality_station_selection.py
# --------------------------------------------------
STATIONID,LONGITUDE[arc_degree],LATITUDE[arc_degree],CATCHMENTAREA[km2],LONGITUDE_DEM[arc_degree],LATITUDE_DEM[arc_degree],ALTITUDE[m],COORDINATE_DEM_TYPE[-],CATCHMENTAREA_DEM[km2],LONGITUDE_CENTROID[arc_degree],LATITUDE_CENTROID[arc_degree],ALTITUDE_OUTLET[m],PATHLENGTH_MEAN[km],PATHLENGTH_MAX[km],ALTITUDE_MEAN[m],ALTITUDE_MIN[m],ALTITUDE_MAX[m],DAMS_WITHIN_CATCHMENT_CAPACITY[Mm3],RELIEF_RATIO[-],LANDUSE2013_PROP_08[-],LANDUSE2013_PROP_05[-],LANDUSE2013_PROP_07[-],LANDUSE2013_PROP_04[-],LANDUSE2013_PROP_06[-],LANDUSE2013_PROP_02[-],LANDUSE2013_PROP_03[-],LANDUSE2013_PROP_01[-],LANDUSE2013_PROP_00[-],IS_VALID[-],STREAMFLOW_NLININTERP[-],STREAMFLOW_NVALID[-],PRECIPITATION_MEAN[mm/yr],E0_MEAN[mm/yr],STREAMFLOW_MEAN[mm/yr],STREAMFLOW_MAX[m3/sec],NORMSTREAMFLOW_MAX[m3/sec/km2],RUNOFF_COEFFICIENT[-],ARIDITY_INDEX[-],CATCHMENTAREA_VALID[km2],NDAYSMAX_ZERO_CONSECUTIVE[day],STATION_COORD_DEM_ERROR[km],GAUGING_MAX_BoM[m3/sec],GAUGING_MAX_PROVIDER[m3/sec],XOUTLET_EPSG28356[m],YOUTLET_EPSG28356[m],XCENTROID_EPSG28356[m],YCENTROID_EPSG28356[m],DISTANCE_OUTLET_TO_CENTROID[km],RATIO_OUTLET_DISTANCE_VS_SQRTAREA[-],RATIO_MAXPATH_VS_SQRTAREA[-],DISTANCE_OUTLET_FROM_COAST[km],DISTANCE_CENTROID_FROM_COAST[km],DURATION[yr],STREAMFLOW_MEAN_AMS_DURATION[yr],STREAMFLOW_MAX_AMS_DURATION[yr],NAME,STATE,DATA_PROVIDER[-],START[-],COMMENT[-],END[-],CONTROL_SECTION[-],BASIN[-],GEOFABRIC_RIVER[-],DAMS_WITHIN_CATCHMENT[-],STATIONID_ALTERNATIVE[-],DATA_AVAILABILITY[-],DAILYMEAN_PROVIDER_QUALITY_ASSESSMENT[-],DAILYMEAN_BOM_QUALITY_ASSESSMENT[-],DAILYMAX_PROVIDER_QUALITY_ASSESSMENT[-],DAILYMAX_BOM_QUALITY_ASSESSMENT[-],STREAMFLOW_MAX_DATE[-],WATER_YEAR_START[-],IS_ARR,CATCHMENTAREA_ARR[km2],GAUGING_RATIO[-]
110011,145.53026,-16.78011,150.00000,145.53000,-16.77750,380.00000,3.00000,143.71603,145.55281,-16.73530,494.41199,20.37492,37.81247,338.04755,0.00000,1061.95496,,0.03561,0.99902,0.00000,0.00000,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,21243.00000,1924.88049,1890.89478,805.07684,1079.00757,7.19338,0.41825,1.01797,150.00000,152.00000,0.29234,578.00000,271.00000,-297922.06250,8129692.50000,-295689.96875,8134776.00000,5.55221,0.45334,3.08738,11.98827,6.51958,68.26557,63.00000,61.00000,Flaggy Creek At Cattle Yards,QLD,DRDMW,1955-10-03 00:00:00,Updated GPS location in WGS84 on 01/10/2009.,2024-01-08 00:00:00,"Rock
",Barron River,nan,nan,110011A/110011B,streamflow_dailymean_drdmw_9am=24649/streamflow_dailymean_bom_9am=16061/streamflow_dailymax_drdmw_9am=22345/streamflow_dailymax_bom_9am=16160/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49128/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=4069,islin=2566,islin=3619,islin=2675,1979-01-04,JUL,1.00000,150.00000,0.53568
110021,145.51268,-17.33747,127.00000,145.51250,-17.33750,750.00000,1.00000,123.87098,145.47888,-17.35963,715.31763,10.52516,20.60660,773.66821,644.99219,1152.51196,,0.04060,0.69764,0.22241,0.00000,0.07939,0.00000,0.00000,0.00000,0.00056,0.00000,1.00000,0.00000,10473.00000,1674.97241,1733.21045,657.21234,252.52901,1.98842,0.39237,0.96640,127.00000,0.00000,0.01956,113.00000,113.00000,-297414.50000,8067521.50000,-300934.21875,8064910.50000,4.38247,0.38888,1.82854,50.61599,54.73110,28.79124,25.00000,25.00000,Barron River At Goonara Creek,QLD,DRDMW,1994-12-21 00:00:00,Initial entry details completed on 20.12.1994 by S.J.ParkerUpdated GPS location in WGS84 on 08/07/2010.,2023-10-06 00:00:00,"Sand Gravel and Log
",Barron River,Barron River (Barron River),nan,110021A,streamflow_dailymean_drdmw_9am=10385/streamflow_dailymean_bom_9am=10471/streamflow_dailymax_bom_9am=10478/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49093/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=0,islin=119,nan,islin=129,1999-02-12,OCT,0.00000,,0.44747
111007,145.76456,-17.13336,520.00000,145.76500,-17.13500,27.10000,1.00000,508.10950,145.73323,-17.23287,13.81214,28.22832,50.92725,385.93881,10.74371,1261.84399,,0.04071,0.91625,0.07392,0.00014,0.00843,0.00000,0.00070,0.00042,0.00014,0.00000,1.00000,0.00000,18678.00000,2563.14331,1812.99292,1528.35291,3354.64893,6.45125,0.59628,1.41376,520.00000,44.00000,0.18875,622.00000,622.00000,-271323.43750,8091289.50000,-274260.71875,8080081.50000,11.58665,0.50811,2.23331,15.82193,24.53073,51.59480,48.00000,45.00000,Mulgrave River At Peets Bridge,QLD,DRDMW,1972-03-02 00:00:00,nan,2023-10-06 00:00:00,"Gravel
",Mulgrave-Russell Rivers,Mulgrave River (Mulgrave-Russell Rivers),nan,111007A,streamflow_dailymean_drdmw_9am=18793/streamflow_dailymean_bom_9am=18842/streamflow_dailymax_bom_9am=18848/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49128/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=172,discard=1",islin=169,nan,islin=240,1977-02-14,OCT,1.00000,520.00000,0.18541
111009,145.80186,-17.04575,14.00000,145.80251,-17.04500,9.60000,3.00000,8.99413,145.82330,-17.05531,6.99076,4.05074,7.42442,166.97684,6.99076,445.77969,,0.01692,0.30612,0.66667,0.00000,0.02721,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,6630.00000,2928.47095,1907.80542,1109.55896,94.98400,6.78457,0.37889,1.53499,14.00000,176.00000,0.10813,85.70000,85.70000,-267691.71875,8101194.50000,-265355.78125,8100215.00000,2.53303,0.67698,1.98426,9.35690,7.13947,21.94935,0.00000,0.00000,Simmonds Creek At Kamma Pine Road,QLD,DRDMW,1993-11-05 00:00:00,nan,2015-10-18 00:00:00,"Gravel & Mud
",Mulgrave-Russell Rivers,nan,nan,111009A,streamflow_dailymean_drdmw_9am=7279/streamflow_dailymean_bom_9am=7625/streamflow_dailymax_bom_9am=7666/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49128/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=1837,discard=4",islin=1436,nan,islin=1082,1998-01-08,NA,0.00000,,0.90226
111010,145.82195,-16.94289,14.00000,145.82249,-16.94250,0.00000,3.00000,13.74795,145.84309,-16.94993,-9999.00000,3.98836,7.03159,,,,,,0.95735,0.04265,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,9238.00000,2729.42700,1995.15686,1994.78918,120.22000,8.58714,0.73085,1.36803,14.00000,119.00000,0.07413,20.70000,20.70000,-265962.43750,8112727.50000,-263666.96875,8112027.00000,2.40004,0.64144,1.87927,6.18666,7.30089,26.52704,21.00000,18.00000,Hills Creek At Hamilton Road Bridge,QLD,DRDMW,1993-03-20 00:00:00,"Station relocated to Road Bridge for East Trinity rehabilitation project flood modelling. ""A"" station closed as the Trinity Inlet Management Program has been wound up and their agreement to occupy with the landholders has lapsed.",2019-09-29 00:00:00,"Cobble track crossing
",Mulgrave-Russell Rivers,nan,nan,111010A/111010B,streamflow_dailymean_drdmw_9am=9017/streamflow_dailymean_bom_9am=9311/streamflow_dailymax_bom_9am=9355/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49128/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=536,discard=181,settozero=48",islin=374,nan,islin=278,2001-02-17,JUL,0.00000,,0.17218
111101,145.96727,-17.38595,315.00000,145.97000,-17.38500,10.00000,1.00000,310.46292,145.86353,-17.43158,287.77539,22.39298,47.49860,344.44370,0.00000,1498.38098,,0.03170,0.83412,0.14282,0.00000,0.01718,0.00565,0.00000,0.00023,0.00000,0.00000,1.00000,0.00000,27310.00000,3444.82593,1821.72607,3242.21362,891.57800,2.83041,0.94118,1.89097,315.00000,227.00000,0.31059,684.00000,684.00000,-248592.64062,8063971.00000,-259492.92188,8058478.50000,12.20585,0.68772,2.67624,7.07232,19.08476,105.56879,55.00000,58.00000,Russell River At Bucklands,QLD,DRDMW,1918-03-12 00:00:00,Flow rating is for main channel only,2023-10-06 00:00:00,"Sand
",Mulgrave-Russell Rivers,Russell River (Mulgrave-Russell Rivers),nan,111101A/111101B/111101C/111101D,streamflow_dailymean_drdmw_9am=27155/streamflow_dailymean_bom_9am=27255/streamflow_dailymax_bom_9am=27305/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49128/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=205,islin=290,nan,islin=436,1999-03-16,OCT,0.00000,,0.76718
112002,145.90622,-17.56532,15.70000,145.90750,-17.56750,69.05500,3.00000,11.59012,145.86940,-17.59587,30.41452,6.93001,14.86859,118.34654,30.41452,394.95041,,0.04079,0.10222,0.78222,0.00000,0.11556,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,24973.00000,4216.18311,1814.64856,2792.47192,416.48184,26.52751,0.66232,2.32342,15.70000,142.00000,0.27875,55.10000,55.10000,-254372.12500,8043759.50000,-258175.76562,8040210.00000,5.20257,1.31301,3.75249,18.79698,23.48571,95.01163,70.00000,44.00000,Fisher Creek At Nerada,QLD,DRDMW,1928-10-01 00:00:00,nan,2023-10-06 00:00:00,"Control Weir
",Johnstone River,nan,nan,112002A,streamflow_dailymean_drdmw_9am=34699/streamflow_dailymean_bom_9am=34669/streamflow_dailymax_drdmw_9am=28712/streamflow_dailymax_bom_9am=34678/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49128/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=15187,discard=15434",islin=9794,islin=1804,islin=9712,1994-01-31,JUL,0.00000,,0.13230
112003,145.65089,-17.38080,165.00000,145.65250,-17.37750,0.00000,3.00000,161.83517,145.60097,-17.37672,728.27869,14.20245,26.36436,709.88861,629.01208,885.48560,,0.10280,0.08391,0.76348,0.00000,0.14391,0.00000,0.00870,0.00000,0.00000,0.00000,1.00000,0.00000,23513.00000,2043.82446,1760.72009,1084.61414,1226.25500,7.43185,0.53068,1.16079,165.00000,131.00000,0.40575,116.46800,116.46800,-282440.37500,8063269.00000,-287799.43750,8063517.00000,5.36479,0.41765,2.05246,38.14207,42.90674,65.00753,57.00000,61.00000,North Johnstone River At Glen Allyn,QLD,DRDMW,1958-10-03 00:00:00,On 31.05.2002 Stream Control asked me to verify the location of this site. Hydsys had 356500 8078600 while I pinpointed 356700 8077900.On 04.06.2002 NRS confirmed site with a GPS. 356684 8077806.S.J.Parker 04.06.2002,2023-10-06 00:00:00,"Rock Bar
",Johnstone River,nan,nan,112003A,streamflow_dailymean_drdmw_9am=23208/streamflow_dailymean_bom_9am=23597/streamflow_dailymax_bom_9am=23610/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49122/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=244,islin=246,nan,islin=663,1967-03-12,OCT,0.00000,,0.09498
112004,145.93253,-17.54564,925.00000,145.93250,-17.54500,20.97300,1.00000,906.84027,145.68640,-17.49459,18.92707,52.07980,95.28315,598.21600,17.08624,1616.67297,,0.05957,0.53935,0.41314,0.00000,0.04562,0.00000,0.00181,0.00000,0.00008,0.00000,1.00000,0.00000,20462.00000,2684.46436,1757.32031,2001.96948,4918.07910,5.31684,0.74576,1.52759,925.00000,72.00000,0.07137,1564.31604,1564.31604,-251644.43750,8046055.50000,-278156.21875,8050741.50000,26.92269,0.88521,3.13289,15.62420,39.07099,57.00753,51.00000,49.00000,North Johnstone River At Tung Oil,QLD,DRDMW,1966-10-03 00:00:00,nan,2023-10-06 00:00:00,"Gravel
",Johnstone River,North Johnstone River (Johnstone River),nan,112004A,streamflow_dailymean_drdmw_9am=20784/streamflow_dailymean_bom_9am=20793/streamflow_dailymax_drdmw_9am=17563/streamflow_dailymax_bom_9am=20803/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49127/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=337,islin=406,islin=445,islin=582,1999-02-12,OCT,1.00000,925.00000,0.31807
112101,145.97906,-17.60889,400.00000,145.98000,-17.61000,16.60000,1.00000,379.96240,145.77464,-17.65557,10.27539,42.74372,76.38270,366.88217,10.27539,969.88599,,0.07960,0.80182,0.17362,0.00000,0.02456,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,18648.00000,3024.20630,1781.74805,1989.46521,1848.03674,4.62009,0.65785,1.69733,400.00000,306.00000,0.15929,668.00000,668.00000,-246413.43750,8039200.00000,-268039.87500,8033176.50000,22.44960,1.12248,3.81914,13.32921,35.26775,100.01369,45.00000,41.00000,South Johnstone River At Upstream Central Mill,QLD,DRDMW,1923-10-01 00:00:00,nan,2023-10-06 00:00:00,"Sand Gravel
",Johnstone River,South Johnstone River (Johnstone River),nan,112101A/112101B,streamflow_dailymean_drdmw_9am=39103/streamflow_dailymean_bom_9am=17825/streamflow_dailymax_drdmw_9am=15281/streamflow_dailymax_bom_9am=17832/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49128/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=2544,discard=20322",islin=127,islin=169,islin=229,1986-02-02,OCT,1.00000,400.00000,0.36146
112102,145.90569,-17.71472,78.00000,145.90500,-17.71500,39.90000,3.00000,73.03909,145.85522,-17.72553,148.95399,8.54370,15.94022,218.24527,38.41988,576.74213,,0.02961,0.95019,0.04417,0.00000,0.00564,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,18655.00000,3256.96851,1774.15100,2121.58325,601.47083,7.71116,0.65140,1.83579,78.00000,88.00000,0.08001,67.36400,67.36400,-253801.35938,8027124.50000,-259140.87500,8025716.00000,5.52212,0.62526,1.80487,21.20107,26.50370,53.36071,45.00000,39.00000,Liverpool Creek At Upper Japoonvale,QLD,DRDMW,1970-05-27 00:00:00,nan,2023-10-06 00:00:00,"Gravel On Rock Bar
",Johnstone River,nan,nan,112102A,streamflow_dailymean_drdmw_9am=19447/streamflow_dailymean_bom_9am=19484/streamflow_dailymax_drdmw_9am=16223/streamflow_dailymax_bom_9am=19493/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49128/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=912,discard=8",islin=846,"islin=854,discard=5",islin=1110,2011-02-03,JUL,1.00000,78.00000,0.11200
113001,145.56055,-17.77889,276.00000,145.56000,-17.77500,0.00000,1.00000,261.82532,145.60091,-17.88665,1060.04102,22.74383,43.52257,632.65326,50.06588,1139.16797,,0.03996,0.95151,0.00000,0.00539,0.00000,0.01347,0.00000,0.02936,0.00027,0.00000,1.00000,0.00000,11239.00000,2130.87964,1743.45557,1451.71863,697.06000,2.52558,0.68128,1.22222,276.00000,238.00000,0.43766,50.12100,50.12100,-290355.09375,8018546.50000,-285570.28125,8006714.00000,12.76318,0.76825,2.61975,57.88301,50.06368,31.11841,23.00000,22.00000,Tully River At Falls,QLD,DRDMW,1926-07-18 00:00:00,nan,1957-08-30 00:00:00,"Rock Bar
",Tully River,Tully River (Tully River),nan,113001A,streamflow_dailymean_drdmw_9am=11367/streamflow_dailymean_bom_9am=9903/streamflow_dailymax_bom_9am=9981/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49115/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=134,islin=160,nan,islin=77,1940-03-07,OCT,0.00000,,0.07190
113003,145.56393,-17.82783,72.00000,145.56500,-17.82750,0.00000,1.00000,73.38856,145.55598,-17.88525,767.86133,10.44549,18.13452,726.49591,214.23460,912.42358,,0.02597,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,7542.00000,1950.43738,1750.51831,674.79132,849.59698,11.79996,0.34597,1.11421,72.00000,66.00000,0.11902,261.38300,261.38300,-289775.71875,8013109.00000,-290367.65625,8006678.00000,6.45777,0.76105,2.13717,56.30945,54.59781,45.42916,17.00000,17.00000,Nitchaga Creek At Upper Tully,QLD,DRDMW,1949-08-11 00:00:00,Initial entry details completed in 1995 by S.J.Parker.,1995-01-15 00:00:00,"Rock
",Tully River,Nitchaga Creek (Tully River),nan,113003A/113003B,streamflow_dailymean_drdmw_9am=8629/streamflow_dailymean_bom_9am=5346/streamflow_dailymax_drdmw_9am=7710/streamflow_dailymax_bom_9am=5347/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49115/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=1261,islin=656,islin=1026,islin=600,1986-02-02,JUL,1.00000,72.00000,0.30766
113004,145.63014,-17.73961,95.00000,145.63000,-17.74000,150.30000,3.00000,90.61478,145.60863,-17.67481,719.76978,11.26207,21.11450,809.64105,578.63171,1234.49597,,0.03219,0.97557,0.02290,0.00000,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,20042.00000,2269.69458,1734.84668,1720.10986,880.72699,9.27081,0.75786,1.30830,95.00000,184.00000,0.04597,84.38400,84.38400,-283100.93750,8023216.50000,-285681.78125,8030344.00000,7.58041,0.77773,2.16630,50.52258,52.70711,55.95072,49.00000,44.00000,Cochable Creek At Powerline,QLD,DRDMW,1966-12-23 00:00:00,nan,2022-12-05 00:00:00,"Rocks
",Tully River,nan,nan,113004A,streamflow_dailymean_drdmw_9am=20424/streamflow_dailymean_bom_9am=20252/streamflow_dailymax_drdmw_9am=17408/streamflow_dailymax_bom_9am=20266/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49120/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=411,islin=421,islin=425,islin=612,1986-02-01,OCT,1.00000,95.00000,0.09581
113006,145.94247,-17.99214,1450.00000,145.94000,-17.99250,8.76000,1.00000,1364.10559,145.72377,-17.86934,28.42422,52.31154,113.47689,508.61929,14.55534,1328.78601,,0.08634,0.86979,0.10527,0.00132,0.01313,0.00264,0.00195,0.00580,0.00011,0.00000,1.00000,0.00000,14576.00000,2510.32031,1781.45764,2147.50000,1054.92297,0.72753,0.85547,1.40914,1450.00000,35.00000,0.26634,970.69000,970.69000,-248704.70312,7996389.50000,-272543.71875,8009160.00000,27.04419,0.71022,2.98005,12.03957,39.08214,51.38124,35.00000,37.00000,Tully River At Euramo,QLD,DRDMW,1972-04-13 00:00:00,Flow rating at this site is for the main channel only,2023-08-31 00:00:00,"Sand
",Tully River,Tully River (Tully River),nan,113006A,streamflow_dailymean_drdmw_9am=18768/streamflow_dailymax_drdmw_9am=16671/streamflow_dailymax_bom_9am=12732/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26965/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26965/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49128/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=22,discard=4170,settozero=61",nan,islin=47,islin=80,1999-02-13,OCT,0.00000,,0.92015
